ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action
-1,1.810188,1.28,-1,7.920001,19.32002,0.2756154,3.105009,0.3733333,NONE
-1,1.810125,1.279978,-1,7.920023,19.32003,0.275716,3.105008,0.4360804,NONE
-1,1.810117,1.279972,-1,7.920029,19.32003,0.2757304,3.105008,0.4592247,NONE
-1,1.810115,1.27997,-1,7.920031,19.32003,0.2757353,3.105008,0.4719423,NONE
-1,1.810109,1.279966,-1,7.920035,19.32003,0.2757435,3.105008,0.5073503,NONE
-1,1.810098,1.279958,-1,7.920043,19.32005,0.2757465,3.10501,0.6104663,NONE
-1,1.810082,1.279947,-1,7.920054,19.32005,0.275745,3.105011,0.7051523,NONE
-1,1.810069,1.279938,-1,7.920063,19.32006,0.2757441,3.105011,0.8052682,NONE
-1,1.810055,1.279928,-1,7.920073,19.32007,0.2757443,3.105014,0.9046401,NONE
-1,1.810045,1.27992,-1,7.920081,19.32008,0.2757442,3.105016,1.008442,NONE
-1,1.810039,1.279917,-1,7.920084,19.32008,0.2757439,3.105016,1.11805,NONE
-1,1.810039,1.279917,-1,7.920084,19.32008,0.2757441,3.105019,1.210158,NONE
-1,1.810039,1.279917,-1,7.920084,19.32008,0.275744,3.105019,1.311649,NONE
-1,1.810039,1.279917,-1,7.920084,19.32008,0.2757441,3.10502,1.400931,NONE
-1,1.810039,1.279917,-1,7.920084,19.32008,0.2757439,3.10502,1.506014,NONE
-1,1.810039,1.279917,-1,7.920084,19.32008,0.2757438,3.105022,1.603862,NONE
-1,1.810039,1.279917,-1,7.920084,19.32008,0.2757438,3.105022,1.705534,NONE
-1,1.810039,1.279917,-1,7.920084,19.32008,0.275744,3.105022,1.804934,NONE
-1,1.810039,1.279917,-1,7.920084,19.32008,0.275744,3.105025,1.905427,NONE
-1,1.810039,1.279917,-1,7.920084,19.32008,0.2757439,3.105027,2.010154,NONE
-1,1.810039,1.279917,-1,7.920084,19.32008,0.2757438,3.105027,2.106929,NONE
-1,1.810039,1.279917,-1,7.920084,19.32008,0.2757439,3.105027,2.209122,NONE
-1,1.810039,1.279917,-1,7.920084,19.32008,0.275744,3.105027,2.304159,NONE
-1,1.810039,1.279917,-1,7.920084,19.32008,0.275744,3.105027,2.400097,NONE
-1,1.810039,1.279917,-1,7.920084,19.32008,0.2757438,3.105027,2.502275,NONE
-1,1.810039,1.279917,-1,7.920084,19.32008,0.275744,3.105032,2.608977,NONE
-1,1.810039,1.279917,-1,7.920084,19.32008,0.275744,3.105032,2.707403,NONE
-1,1.810039,1.279917,-1,7.920084,19.32008,0.275744,3.105032,2.808239,NONE
-1,1.810039,1.279917,-1,7.920084,19.32008,0.2757444,3.105036,2.905627,NONE
-1,1.810039,1.279917,-1,7.920084,19.32008,0.2757439,3.105036,3.007467,NONE
-1,1.809709,1.279913,-1,7.920089,19.32009,0.2757441,3.105012,3.108097,NONE
-1,1.807289,1.279709,-1,7.920309,19.32027,0.2757474,3.105006,3.204006,NONE
-1,1.806778,1.279697,-1,7.920317,19.3203,0.2757461,3.105028,3.308603,NONE
-1,1.807242,1.279656,-1,7.920353,19.32038,0.2757469,3.105024,3.400407,NONE
-1,1.8083,1.279413,-1,7.920591,19.32058,0.275747,3.10506,3.504359,NONE
-1,1.808389,1.27945,-1,7.920554,19.32055,0.2757438,3.105062,3.602549,NONE
-1,1.808384,1.27945,-1,7.920554,19.32055,0.275744,3.105065,3.7065,NONE
-1,1.808381,1.279448,-1,7.920556,19.32055,0.2757446,3.105068,3.806661,NONE
-1,1.808375,1.279444,-1,7.920559,19.32056,0.2757444,3.105068,3.907189,NONE
-1,1.808362,1.279434,-1,7.920569,19.32057,0.2757437,3.105068,4.000051,NONE
-1,1.808348,1.279425,-1,7.920578,19.32058,0.2757437,3.105072,4.108868,NONE
-1,1.808335,1.279415,-1,7.920588,19.32059,0.2757437,3.105072,4.211083,NONE
-1,1.808322,1.279406,-1,7.920598,19.32059,0.2757436,3.105072,4.302349,NONE
-1,1.808308,1.279396,-1,7.920607,19.32061,0.2757438,3.105072,4.405601,NONE
-1,1.808306,1.279394,-1,7.920609,19.32061,0.2757447,3.105077,4.50386,NONE
-1,1.808306,1.279394,-1,7.920609,19.32061,0.2757438,3.105077,4.617562,NONE
