ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action
-1,6.521043,4.61109,6.489725,4.588912,15.98893,0.2756149,3.105009,0.3733333,NONE
-1,6.52091,4.611073,6.489856,4.588929,15.98893,0.275711,3.105008,0.4311239,ACCELERATE
-1,6.520908,4.611071,6.489859,4.588931,15.98893,0.2757351,3.105008,0.4727809,ACCELERATE
-1,6.520905,4.611069,6.489862,4.588933,15.98893,0.2757391,3.105008,0.4874063,ACCELERATE
-1,6.520902,4.611067,6.489865,4.588934,15.98894,0.2757455,3.105008,0.5389482,ACCELERATE
-1,6.520897,4.611063,6.48987,4.588938,15.98894,0.2757461,3.105009,0.6001096,ACCELERATE
-1,6.520889,4.611057,6.489878,4.588944,15.98894,0.2757442,3.10501,0.7056795,ACCELERATE
-1,6.520883,4.611053,6.489885,4.588949,15.98895,0.2757454,3.105026,0.8026299,ACCELERATE
-1,6.520876,4.611048,6.489892,4.588953,15.98895,0.2757447,3.105043,0.9054511,ACCELERATE
-1,6.520869,4.611043,6.489898,4.588958,15.98896,0.2757443,3.105059,1.00229,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.275744,3.105072,1.103461,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757443,3.105089,1.202188,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757443,3.105107,1.302378,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757437,3.105122,1.401271,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757437,3.105137,1.500721,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757444,3.105151,1.607482,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757447,3.105169,1.705947,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757435,3.105181,1.80516,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757437,3.105194,1.905286,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757444,3.105212,2.003657,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757442,3.105226,2.103503,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757438,3.10524,2.200139,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757441,3.105257,2.305887,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757437,3.10527,2.403966,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757435,3.105281,2.501736,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757442,3.105295,2.602522,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757442,3.105311,2.708103,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757439,3.105325,2.80537,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757437,3.105339,2.904831,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757445,3.105355,3.004999,ACCELERATE
-1,6.520888,4.61104,6.48988,4.588961,15.98896,0.2757269,3.143487,3.101395,ACCELERATE
-1,6.52094,4.611031,6.489827,4.588971,15.98897,0.2757056,3.323776,3.201469,ACCELERATE
-1,6.521012,4.611023,6.489756,4.588978,15.98898,0.2756978,3.639214,3.300147,ACCELERATE
-1,6.52451,4.61131,6.486277,4.588692,15.98852,0.2870606,4.087386,3.400294,LEFT_ACCELERATE
-1,6.797521,4.639834,6.2404,4.565701,15.95822,0.2786048,4.683747,3.505164,LEFT_ACCELERATE
-1,7.406009,4.748451,5.810073,4.491485,15.8638,0.2798744,5.365781,3.605122,LEFT_ACCELERATE
-1,7.655145,4.857381,5.631737,4.391,15.76015,0.278776,6.122899,3.701307,ACCELERATE
-1,7.826014,4.966463,5.492277,4.281801,15.65188,0.2793026,7.046147,3.805395,ACCELERATE
-1,7.98964,5.070803,5.358757,4.177371,15.54744,0.2790754,7.999255,3.902961,ACCELERATE
-1,8.174151,5.18395,5.211195,4.064864,15.43508,0.2792141,9.052878,4.002825,LEFT_ACCELERATE
-1,8.766611,5.348682,4.896781,3.937471,15.27897,0.2791445,10.19665,4.104853,LEFT_ACCELERATE
-1,9.540939,5.60037,4.510824,3.731491,15.06244,0.2791778,11.33739,4.202276,ACCELERATE
-1,9.949057,5.836837,4.224232,3.495725,14.8298,0.2791556,12.58082,4.303737,ACCELERATE
-1,-1,6.071745,3.940564,3.260612,14.59794,0.2791636,13.86696,4.404591,ACCELERATE
-1,-1,6.299977,3.664831,3.032259,14.37078,0.2791575,15.15456,4.502325,ACCELERATE
-1,-1,6.545856,3.367697,2.78631,14.12015,0.2791596,16.59465,4.608598,ACCELERATE
-1,-1,6.793392,3.068525,2.538743,13.88439,0.2791587,17.96058,4.707047,ACCELERATE
-1,-1,7.040826,2.769458,2.291298,13.64083,0.2791583,19.37893,4.807317,ACCELERATE
-1,-1,7.27703,2.48396,2.055096,13.40885,0.2791586,20.73421,4.901604,ACCELERATE
-1,-1,7.535034,2.172115,1.797102,13.15468,0.2791574,22.22227,5.003706,ACCELERATE
9.090536,-1,7.786199,1.86854,1.545953,12.90691,0.2791589,23.67492,5.102653,ACCELERATE
7.599001,-1,8.039776,1.562057,1.292395,12.65675,0.2791593,25.14286,5.202625,ACCELERATE
7.185653,-1,8.252123,1.28987,1.044677,12.42085,0.2791621,26.67798,5.30693,RIGHT_ACCELERATE
-1,-1,8.294522,1.228886,0.9239542,12.32116,0.2791772,28.13253,5.404985,RIGHT_ACCELERATE
-1,-1,8.213625,1.51339,1.003954,12.41569,0.2792006,29.55077,5.500706,RIGHT_ACCELERATE
-1,9.156168,8.064709,2.641133,1.408828,12.81417,0.2792168,31.09696,5.608415,RIGHT_ACCELERATE
-1,7.839097,7.842988,5.119226,2.11774,13.40615,0.2792079,32.36739,5.702937,RIGHT_ACCELERATE
-1,6.701426,7.381121,-1,3.153176,14.21329,0.2791911,33.63134,5.803871,RIGHT_ACCELERATE
9.384562,5.693966,6.553957,-1,4.311468,15.11388,0.2791702,34.86759,5.906615,LEFT_ACCELERATE
8.291152,4.936983,5.498934,-1,5.174729,15.88226,0.2791668,36.0386,6.000777,LEFT_ACCELERATE
7.652349,4.296299,4.484318,-1,5.812761,16.55934,0.279182,37.38128,6.101982,LEFT_ACCELERATE
7.654035,3.877262,3.757345,-1,6.116758,17.00644,0.2792048,38.78283,6.201124,LEFT_ACCELERATE
8.39642,3.719831,3.317694,-1,6.186278,17.17938,0.2792146,40.25354,6.300996,LEFT_ACCELERATE
9.814815,3.839406,3.133413,-1,6.13781,17.05936,0.2792158,41.746,6.402112,LEFT_ACCELERATE
-1,4.276267,3.194087,-1,6.003321,16.63528,0.2792189,43.22782,6.506358,LEFT_ACCELERATE
-1,4.948003,3.45916,8.97714,5.792297,16.01604,0.2792097,44.47699,6.600669,LEFT_ACCELERATE
-1,5.687166,3.845703,7.607576,5.472234,15.17355,0.2791935,45.71384,6.701663,LEFT_ACCELERATE
-1,6.120669,4.228022,7.09861,5.083254,14.24287,0.279176,46.8888,6.80237,LEFT_ACCELERATE
-1,6.116882,4.468956,7.471944,4.758674,13.32097,0.2791665,48.05391,6.902149,ACCELERATE
-1,5.884522,4.576518,9.007735,4.620326,12.41294,0.2791631,49.2602,7.003531,ACCELERATE
-1,5.528399,4.563002,-1,4.679852,11.51831,0.279161,50.48729,7.10549,ACCELERATE
-1,5.078423,4.422074,-1,4.94056,10.64698,0.2791602,51.70645,7.206098,ACCELERATE
8.990532,4.546648,4.168885,-1,5.402782,9.784891,0.2791601,52.92802,7.306474,ACCELERATE
7.599028,3.980757,3.830001,-1,6.032024,8.981102,0.2791607,54.07611,7.400564,ACCELERATE
6.09426,3.305199,3.348012,-1,6.943007,8.116175,0.2791601,55.31818,7.502176,ACCELERATE
4.732402,2.609193,2.740775,-1,7.98685,7.262303,0.2791604,56.5254,7.601771,LEFT_ACCELERATE
3.674794,1.964235,2.077456,-1,8.759915,6.372712,0.2791706,57.63874,7.703038,LEFT_ACCELERATE
2.923291,1.432362,1.467933,-1,9.112314,5.434517,0.2791849,58.59577,7.805766,LEFT_ACCELERATE
2.59306,1.087867,1.040679,-1,9.010957,4.533984,0.2792031,59.29337,7.900358,LEFT_ACCELERATE
2.963734,0.917064,0.7866458,-1,8.70839,3.51735,0.2792125,59.81645,8.004162,LEFT_ACCELERATE
4.585941,0.9699865,0.7411099,-1,8.496121,2.588665,0.2792177,60.08228,8.100524,LEFT_ACCELERATE
-1,1.300316,0.8675959,-1,8.364231,1.643698,0.2792201,60.15285,8.2053,LEFT_ACCELERATE
-1,1.96569,1.139754,-1,8.363768,0.8362931,0.2792134,60.04447,8.302778,LEFT_ACCELERATE
-1,3.026627,1.575161,9.061794,8.294638,-0.04382317,0.2792002,59.78801,8.404392,LEFT_ACCELERATE
-1,4.143822,2.076047,8.241612,7.954036,-0.9932364,0.27918,59.44955,8.50665,LEFT_ACCELERATE
-1,4.920149,2.496696,7.783391,7.41223,-1.941257,0.2791712,59.12146,8.601249,ACCELERATE
-1,5.596399,2.881741,7.393266,6.835289,-3.038782,0.2791653,58.78144,8.703044,ACCELERATE
-1,6.270297,3.244317,7.003979,6.346758,-4.204035,0.279163,58.44281,8.804835,ACCELERATE
-1,6.94347,3.593497,6.615049,5.942436,-5.406773,0.279162,58.10484,8.904962,ACCELERATE
-1,7.638019,3.953468,6.213802,5.571355,-6.66731,0.2791616,57.75718,9.005822,ACCELERATE
-1,8.575894,4.332393,5.759447,5.235513,-7.894008,0.2791589,57.40786,9.101183,LEFT_ACCELERATE
-1,-1,4.846857,5.151365,4.82918,-9.224205,0.2791607,56.96006,9.203452,LEFT_ACCELERATE
-1,-1,5.328032,4.637725,4.350705,-10.5565,0.2791601,56.50355,9.303712,ACCELERATE
-1,-1,5.822966,4.110147,3.85544,-11.95948,0.2791592,56.031,9.407022,ACCELERATE
-1,-1,6.290167,3.61205,3.388008,-13.2958,0.2791592,55.58572,9.503703,ACCELERATE
8.850402,-1,6.788862,3.080335,2.889165,-14.7892,0.2791587,55.09153,9.610139,ACCELERATE
7.405052,-1,7.26079,2.577152,2.417166,-16.08392,0.2791601,54.665,9.701675,ACCELERATE
5.843244,-1,7.770627,2.033551,1.907295,-17.57083,0.27916,54.17659,9.806749,ACCELERATE
4.538255,-1,8.21769,1.534593,1.426112,-18.96977,0.2791665,53.72932,9.907282,RIGHT_ACCELERATE
3.841361,-1,8.491239,1.158074,1.040743,-20.26204,0.2791741,53.38135,10.00512,RIGHT_ACCELERATE
4.326494,-1,8.594202,0.9231331,0.7804785,-21.4927,0.2791826,53.15384,10.10361,RIGHT_ACCELERATE
-1,-1,8.54722,0.8930919,0.6805426,-22.64602,0.2791998,53.07867,10.20232,RIGHT_ACCELERATE
-1,-1,8.441243,1.221748,0.7855467,-23.7565,0.2791999,53.19825,10.30083,RIGHT_ACCELERATE
-1,9.021694,8.27309,2.320675,1.146367,-24.97321,0.279187,53.5232,10.40711,LEFT_ACCELERATE
-1,8.409678,7.931991,3.830819,1.584278,-26.14642,0.2791639,53.83888,10.50539,LEFT_ACCELERATE
-1,8.098529,7.543282,4.807556,1.92932,-27.36759,0.2791781,54.02891,10.60221,LEFT_ACCELERATE
-1,8.026948,7.19216,4.7212,2.162676,-28.69729,0.2791961,54.03111,10.7039,LEFT_ACCELERATE
-1,8.270528,7.019932,4.024963,2.220399,-29.96494,0.2792117,53.79197,10.80084,LEFT_ACCELERATE
-1,8.802779,7.069302,3.273227,2.128848,-31.27971,0.2792168,53.25348,10.90612,LEFT_ACCELERATE
-1,9.541286,7.3298,2.585952,1.905073,-32.39899,0.2792164,52.51236,11.00441,LEFT_ACCELERATE
-1,-1,7.731479,1.953411,1.552993,-33.43237,0.2792001,51.54526,11.10678,LEFT_ACCELERATE
-1,-1,8.107086,1.460342,1.176443,-34.31228,0.2791848,50.52977,11.20254,LEFT_ACCELERATE
-1,-1,8.38109,1.113415,0.8424818,-35.24549,0.2791697,49.38693,11.30585,ACCELERATE
-1,-1,8.49522,1.037487,0.701521,-36.19952,0.2791631,48.27204,11.40697,ACCELERATE
-1,9.712993,8.486878,1.27514,0.7548149,-37.13581,0.2791601,47.22005,11.50269,ACCELERATE
-1,9.098422,8.356758,2.050829,1.003489,-38.19097,0.2791597,46.06287,11.608,ACCELERATE
-1,8.417146,8.104203,4.05989,1.45094,-39.18393,0.2791609,44.99036,11.70612,ACCELERATE
-1,7.705789,7.75782,-1,2.064453,-40.1706,0.2791603,43.93462,11.80314,ACCELERATE
-1,6.942204,7.287279,-1,2.870053,-41.17646,0.2791598,42.85804,11.90205,LEFT_ACCELERATE
-1,6.225436,6.580816,-1,3.698374,-42.17956,0.279166,41.66335,12.0069,LEFT_ACCELERATE
-1,5.704345,5.852516,-1,4.254237,-42.97952,0.2791877,40.43292,12.10569,LEFT_ACCELERATE
-1,5.387549,5.23285,-1,4.563542,-43.56962,0.2792006,39.10674,12.20349,LEFT_ACCELERATE
-1,5.182104,4.818359,-1,4.806659,-43.9756,0.2791858,37.71161,12.30126,LEFT_ACCELERATE
-1,4.962025,4.466083,9.883415,5.07078,-44.31281,0.2909036,36.19579,12.40598,LEFT_ACCELERATE
-1,4.606837,4.129994,-1,5.394567,-44.63956,0.2828664,34.77022,12.5044,LEFT_ACCELERATE
-1,4.310722,3.76693,-1,5.685438,-44.95473,0.2805138,33.34595,12.6024,LEFT_ACCELERATE
-1,4.0194,3.451814,-1,5.957539,-45.24661,0.2793174,31.80781,12.70748,ACCELERATE
